transaction_id,merchant_id,customer_id_hash,amount_inr,payment_method,failure_code,failure_category,attempt_number,customer_success_rate,previous_failed_attempts,time_since_failure_minutes,subscription_flag,merchant_category,device_change_flag,recovery_outcome,recovered_amount,event_timestamp
TXN000022,M029,da086c73118bff01,845.13,card,UNKNOWN_ERROR,unknown,3,0.491,3,86,False,utilities,False,not_recovered,0.0,2026-07-26T11:48:00
TXN000023,M004,6d3b84dc924fef27,1661.69,wallet,OTHER,unknown,4,0.542,4,333,False,utilities,False,not_recovered,0.0,2026-06-19T09:57:00
TXN000024,M026,dc478be453202a98,50.0,wallet,OTHER,unknown,2,0.865,1,456,True,subscription,False,not_recovered,0.0,2026-06-17T13:35:00
TXN000025,M008,473d77496a591686,352.34,card,INVALID_CARD,expired_or_invalid_method,1,0.623,0,1314,True,subscription,False,not_recovered,0.0,2026-07-28T20:04:00
TXN000026,M019,e61811cb5e3a4b44,233.4,netbanking,BANK_TIMEOUT,temporary_bank_or_network,2,0.521,1,1242,False,e_commerce,False,recovered,233.4,2026-05-19T17:31:00
TXN000027,M001,0644008ea221eab4,2002.14,netbanking,TIMEOUT_ABANDONED,customer_abandonment,1,0.839,1,404,False,utilities,False,not_recovered,0.0,2026-06-21T01:22:00
TXN000028,M010,683faf535d26509e,2365.94,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.626,0,393,False,e_commerce,False,recovered,2365.94,2026-05-06T18:04:00
TXN000029,M018,201f07de26bbfcc8,2030.38,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.464,1,905,False,e_commerce,False,recovered,2030.38,2026-07-10T01:31:00
TXN000030,M021,20f25a3e6be42ae6,930.86,wallet,BANK_TIMEOUT,temporary_bank_or_network,1,0.212,0,51,False,subscription,True,recovered,930.86,2026-05-14T21:31:00
TXN000031,M019,6ee785b22401b7a2,2998.26,upi,OTP_FAILED,authentication_failure,1,0.45,0,12,False,e_commerce,False,not_recovered,0.0,2026-07-03T18:00:00
TXN000032,M015,eae466bbcfe88ad3,2997.38,netbanking,CARD_EXPIRED,expired_or_invalid_method,3,0.629,2,1368,False,education,False,not_recovered,0.0,2026-06-21T08:54:00
TXN000033,M017,b8f11db1fe1291b4,2188.14,upi,RISK_BLOCKED,suspected_risk,1,0.609,0,531,False,e_commerce,False,not_recovered,0.0,2026-05-30T02:37:00
TXN000034,M023,3a3b7d81d8525b1d,9893.57,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.116,1,785,False,education,False,recovered,9893.57,2026-07-23T09:51:00
TXN000035,M014,1dd2be1766e04187,2637.43,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.483,1,1180,False,e_commerce,False,not_recovered,0.0,2026-06-08T05:38:00
TXN000036,M020,9890092e116a985b,610.35,wallet,INSUFFICIENT_BALANCE,insufficient_funds,1,0.508,0,829,True,subscription,False,not_recovered,0.0,2026-07-15T02:46:00
TXN000037,M019,c574f51425f4f4e4,1337.02,netbanking,INVALID_CARD,expired_or_invalid_method,1,0.299,0,103,False,e_commerce,False,not_recovered,0.0,2026-06-13T14:31:00
TXN000038,M009,31f1f472c7bd2692,1784.25,card,INSUFFICIENT_BALANCE,insufficient_funds,2,0.675,1,1332,False,utilities,True,not_recovered,0.0,2026-07-26T22:57:00
TXN000039,M001,5625db869a5ab0a5,643.66,card,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.391,0,1433,False,utilities,False,not_recovered,0.0,2026-07-17T18:25:00
TXN000040,M001,224bb43c1b5363f7,1800.75,upi,CARD_EXPIRED,expired_or_invalid_method,3,0.556,2,156,False,utilities,False,not_recovered,0.0,2026-06-30T20:32:00
TXN000041,M022,b337b68d7c27dd68,14281.65,upi,3DS_FAILED,authentication_failure,2,0.388,1,759,False,education,True,not_recovered,0.0,2026-05-30T20:24:00
TXN000042,M029,0fe0020e012001c5,1123.42,netbanking,OTP_FAILED,authentication_failure,1,0.586,1,1262,False,utilities,False,recovered,1123.42,2026-05-31T08:08:00
TXN000043,M009,3988877abeb1774a,932.83,upi,USER_CANCELLED,customer_abandonment,3,0.365,2,952,False,utilities,False,not_recovered,0.0,2026-06-20T17:48:00
TXN000044,M009,56312dba2e68bd14,726.85,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.536,1,392,False,utilities,False,not_recovered,0.0,2026-05-30T05:03:00
TXN000045,M021,2d576f5dd191da1f,340.04,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.499,0,1192,True,subscription,False,recovered,340.04,2026-05-22T12:43:00
TXN000046,M010,19324cbad4b0c749,1527.65,emi,NETWORK_ERROR,temporary_bank_or_network,2,0.328,1,1414,False,e_commerce,False,not_recovered,0.0,2026-05-31T14:34:00
TXN000047,M017,fe58eab76bd6843f,1992.31,upi,UNKNOWN_ERROR,unknown,3,0.203,2,29,False,e_commerce,False,not_recovered,0.0,2026-06-24T00:12:00
TXN000048,M025,2d576f5dd191da1f,16634.77,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.455,0,378,False,education,False,not_recovered,0.0,2026-05-31T20:07:00
TXN000049,M003,5254ff1e0bbafd05,2925.77,upi,INVALID_UPI_ID,expired_or_invalid_method,1,0.88,0,175,False,e_commerce,False,not_recovered,0.0,2026-05-13T16:18:00
TXN000050,M030,1ad9e1a145be2b51,23639.54,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.463,1,1249,False,education,False,recovered,23639.54,2026-07-05T02:39:00
TXN000051,M006,04fb316a61b3900d,475.11,netbanking,NETWORK_ERROR,temporary_bank_or_network,1,0.58,0,67,True,subscription,False,not_recovered,0.0,2026-05-05T16:02:00
TXN000052,M021,0cf63fe58cd19d3b,149.53,upi,INSUFFICIENT_BALANCE,insufficient_funds,2,0.449,1,340,True,subscription,False,not_recovered,0.0,2026-05-20T14:09:00
TXN000053,M010,09ac5e1c7e07c2b8,2440.41,emi,MANDATE_FAILED,subscription_failure,1,0.744,0,661,True,e_commerce,False,not_recovered,0.0,2026-05-19T03:58:00
TXN000054,M022,cc021c0592fe43ab,15875.01,upi,CARD_EXPIRED,expired_or_invalid_method,2,0.561,1,570,False,education,False,not_recovered,0.0,2026-05-11T07:13:00
TXN000055,M014,b9e9c96e1fb017ad,566.45,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.512,0,591,False,e_commerce,False,recovered,566.45,2026-07-20T13:16:00
TXN000056,M025,49b49637f105c3db,22424.0,netbanking,USER_CANCELLED,customer_abandonment,3,0.6,2,847,False,education,True,not_recovered,0.0,2026-05-13T07:00:00
TXN000057,M007,7a83854002bf6592,611.84,emi,CARD_EXPIRED,expired_or_invalid_method,1,0.257,1,1291,False,subscription,False,recovered,611.84,2026-05-22T10:05:00
TXN000058,M030,57dac8968e8d5d2b,19394.33,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.607,0,1043,False,education,False,recovered,19394.33,2026-05-31T07:53:00
TXN000059,M013,f4af42fabdfc3ab9,165233.09,upi,TIMEOUT_ABANDONED,customer_abandonment,1,0.57,0,850,False,education,False,not_recovered,0.0,2026-05-17T04:13:00
TXN000060,M005,422fb1de3540caa8,5551.04,wallet,CARD_EXPIRED,expired_or_invalid_method,1,0.57,1,660,False,travel,False,not_recovered,0.0,2026-07-01T04:29:00
TXN000061,M014,64a04e13cdb6308a,1552.9,wallet,INSUFFICIENT_BALANCE,insufficient_funds,1,0.525,0,1336,False,e_commerce,False,not_recovered,0.0,2026-05-17T12:41:00
TXN000062,M015,dad43e187d7c91f5,15060.46,upi,CARD_EXPIRED,expired_or_invalid_method,1,0.508,1,317,False,education,True,not_recovered,0.0,2026-06-28T12:27:00
TXN000063,M003,2786832b1d1b8194,2130.26,upi,USER_CANCELLED,customer_abandonment,3,0.79,2,1000,False,e_commerce,False,not_recovered,0.0,2026-06-25T16:15:00
TXN000064,M004,dad43e187d7c91f5,1250.52,upi,INSUFFICIENT_BALANCE,insufficient_funds,2,0.421,1,601,False,utilities,False,not_recovered,0.0,2026-06-30T05:53:00
TXN000065,M006,20a40cfdbd850e34,384.49,card,NETWORK_ERROR,temporary_bank_or_network,1,0.577,1,294,True,subscription,False,recovered,384.49,2026-06-02T14:11:00
TXN000066,M015,168c7ce51b84be83,8659.29,upi,UNKNOWN_ERROR,unknown,1,0.574,0,619,False,education,False,not_recovered,0.0,2026-05-31T20:22:00
TXN000067,M019,1f2c03763f889524,3750.74,upi,OTHER,unknown,1,0.202,1,1405,False,e_commerce,False,not_recovered,0.0,2026-06-25T16:09:00
TXN000068,M021,f09b5f597d2ec348,491.15,upi,INVALID_UPI_ID,expired_or_invalid_method,2,0.409,2,199,True,subscription,False,recovered,491.15,2026-06-22T08:58:00
TXN000069,M005,9acafe46340c0cc3,5465.65,wallet,TIMEOUT_ABANDONED,customer_abandonment,1,0.154,0,1105,False,travel,False,not_recovered,0.0,2026-07-10T15:14:00
TXN000070,M026,1f2c03763f889524,864.38,upi,OTP_FAILED,authentication_failure,1,0.554,0,1386,True,subscription,False,recovered,864.38,2026-05-21T11:31:00
TXN000071,M009,530ed10fd420e392,1540.3,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.628,1,1308,False,utilities,False,not_recovered,0.0,2026-05-21T12:49:00
TXN000072,M003,1de64c734f0fa208,2213.42,card,TIMEOUT_ABANDONED,customer_abandonment,1,0.081,0,77,False,e_commerce,False,not_recovered,0.0,2026-07-19T16:00:00
TXN000073,M015,9ba323d1f37963f7,7009.17,card,INVALID_CARD,expired_or_invalid_method,2,0.581,2,317,False,education,False,not_recovered,0.0,2026-06-26T22:53:00
TXN000074,M015,0da0cb1e238dc394,3254.25,netbanking,USER_CANCELLED,customer_abandonment,1,0.635,1,1321,False,education,False,not_recovered,0.0,2026-07-07T19:50:00
TXN000075,M003,3beb4a5e00a3f708,2270.44,card,INVALID_CARD,expired_or_invalid_method,2,0.192,1,258,False,e_commerce,False,not_recovered,0.0,2026-05-17T16:38:00
TXN000076,M025,b64ce2483531c221,28559.33,card,3DS_FAILED,authentication_failure,2,0.502,1,267,False,education,False,not_recovered,0.0,2026-07-17T01:27:00
TXN000077,M012,dafdcaec6b241397,1802.87,card,INVALID_UPI_ID,expired_or_invalid_method,1,0.397,0,1078,False,utilities,False,not_recovered,0.0,2026-05-17T20:17:00
TXN000078,M020,64a04e13cdb6308a,727.21,netbanking,OTP_FAILED,authentication_failure,2,0.711,1,125,False,subscription,False,recovered,727.21,2026-06-07T00:35:00
TXN000079,M015,f99c86d3832d9b87,13269.86,upi,USER_CANCELLED,customer_abandonment,1,0.17,0,1297,False,education,False,not_recovered,0.0,2026-06-24T08:31:00
TXN000080,M026,2ccc0f0dc0504fc9,314.48,upi,USER_CANCELLED,customer_abandonment,2,0.648,2,468,True,subscription,False,not_recovered,0.0,2026-06-10T09:49:00
TXN000081,M011,a69dfb03fd3a0c43,1180.31,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.449,0,191,False,utilities,False,not_recovered,0.0,2026-07-24T03:59:00
TXN000082,M022,f2b760dccb70b1f6,7761.77,upi,INSUFFICIENT_BALANCE,insufficient_funds,3,0.795,2,590,False,education,False,recovered,7761.77,2026-05-19T06:41:00
TXN000083,M008,1a8dbcd2684fc6a6,772.44,netbanking,INSUFFICIENT_BALANCE,insufficient_funds,1,0.691,0,1149,True,subscription,False,not_recovered,0.0,2026-07-28T03:13:00
TXN000084,M009,9b29ee2d9f7f3fbc,447.9,upi,NETWORK_ERROR,temporary_bank_or_network,2,0.636,1,372,False,utilities,False,recovered,447.9,2026-06-10T21:38:00
TXN000085,M001,ad543cb92642fec3,1330.38,upi,OTP_FAILED,authentication_failure,1,0.306,0,639,False,utilities,False,recovered,1330.38,2026-07-25T18:42:00
TXN000086,M022,31f1f472c7bd2692,5425.94,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.511,1,442,False,education,False,recovered,5425.94,2026-06-06T20:13:00
TXN000087,M016,c1bebf6aa78d20d8,479.48,netbanking,INVALID_CARD,expired_or_invalid_method,1,0.52,0,419,False,food_delivery,False,recovered,479.48,2026-06-20T19:55:00
TXN000088,M006,6959a5c65fadf78b,758.19,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.439,1,87,True,subscription,False,not_recovered,0.0,2026-07-22T13:19:00
TXN000089,M023,26852c25419e075e,17820.9,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.56,0,943,False,education,False,recovered,17820.9,2026-06-30T09:08:00
TXN000090,M013,5fd124b989afb2a8,13443.88,netbanking,OTP_FAILED,authentication_failure,1,0.355,0,1087,False,education,False,not_recovered,0.0,2026-06-17T12:01:00
TXN000091,M027,b64ce2483531c221,2004.53,wallet,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.163,0,1343,False,utilities,True,recovered,2004.53,2026-05-20T04:14:00
TXN000092,M019,3988877abeb1774a,1418.69,upi,USER_CANCELLED,customer_abandonment,2,0.454,1,1294,False,e_commerce,False,not_recovered,0.0,2026-07-24T12:00:00
TXN000093,M015,021c4d81164bd0a5,6648.38,upi,BANK_TIMEOUT,temporary_bank_or_network,3,0.811,2,185,False,education,False,not_recovered,0.0,2026-07-26T08:39:00
TXN000094,M007,a6a5ce4737be2dde,585.15,netbanking,INVALID_UPI_ID,expired_or_invalid_method,4,0.501,3,704,True,subscription,False,not_recovered,0.0,2026-05-10T18:07:00
TXN000095,M015,f1948e8e3948f941,25020.83,upi,CARD_EXPIRED,expired_or_invalid_method,1,0.653,0,693,False,education,False,not_recovered,0.0,2026-06-19T20:47:00
TXN000096,M009,dc9a571e754cd8fa,1473.72,upi,INSUFFICIENT_BALANCE,insufficient_funds,2,0.613,1,1344,False,utilities,False,recovered,1473.72,2026-05-16T21:07:00
TXN000097,M026,2786832b1d1b8194,347.96,netbanking,RISK_BLOCKED,suspected_risk,3,0.955,3,192,True,subscription,True,not_recovered,0.0,2026-07-08T16:42:00
TXN000098,M007,f9210b263bf5af98,731.62,card,OTHER,unknown,1,0.524,0,1079,True,subscription,True,not_recovered,0.0,2026-05-13T19:32:00
TXN000099,M006,b997d5dc9e055cc6,646.17,wallet,OTP_FAILED,authentication_failure,1,0.341,1,584,True,subscription,False,recovered,646.17,2026-06-01T17:23:00
TXN000100,M015,2faad977983c9bad,9646.73,wallet,3DS_FAILED,authentication_failure,2,0.747,2,409,False,education,False,not_recovered,0.0,2026-06-29T22:14:00
TXN000101,M018,df0a9ec21f634d04,108.74,wallet,OTP_FAILED,authentication_failure,1,0.524,0,559,False,e_commerce,False,not_recovered,0.0,2026-07-03T08:37:00
TXN000102,M014,53da7a61918b90f5,1657.77,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.685,0,58,False,e_commerce,False,not_recovered,0.0,2026-05-09T12:34:00
TXN000103,M010,b6bed76be468b696,1909.68,netbanking,OTP_FAILED,authentication_failure,1,0.542,1,163,False,e_commerce,True,recovered,1909.68,2026-05-15T06:00:00
TXN000104,M008,9709850a015d5f9d,6600.16,card,BANK_TIMEOUT,temporary_bank_or_network,2,0.284,2,1024,True,subscription,False,recovered,6600.16,2026-07-01T19:06:00
TXN000105,M012,6e744e0ff0250f1c,185.92,card,CARD_EXPIRED,expired_or_invalid_method,1,0.53,1,139,False,utilities,False,not_recovered,0.0,2026-07-29T10:41:00
TXN000106,M013,3b1e864675defd75,11396.43,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.539,0,1287,False,education,False,recovered,11396.43,2026-06-19T19:27:00
TXN000107,M027,aa9f45b2563e92a4,1308.73,upi,RISK_BLOCKED,suspected_risk,2,0.33,2,277,False,utilities,True,not_recovered,0.0,2026-07-26T17:12:00
TXN000108,M010,b264a0d73b66f0a7,817.82,card,INSUFFICIENT_BALANCE,insufficient_funds,3,0.503,2,392,False,e_commerce,False,not_recovered,0.0,2026-07-25T01:38:00
TXN000109,M012,cfeefcd5d665e208,1845.62,emi,USER_CANCELLED,customer_abandonment,2,0.263,1,1418,False,utilities,False,not_recovered,0.0,2026-06-07T21:19:00
TXN000110,M006,337981dfccf2dfc3,433.76,wallet,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.455,0,873,True,subscription,False,not_recovered,0.0,2026-06-04T22:34:00
TXN000111,M020,042f8d51be818f43,281.88,card,GATEWAY_TIMEOUT,temporary_bank_or_network,4,0.539,3,1051,False,subscription,False,not_recovered,0.0,2026-05-15T00:52:00
TXN000112,M003,0da0cb1e238dc394,50.0,upi,3DS_FAILED,authentication_failure,1,0.491,0,315,False,e_commerce,False,not_recovered,0.0,2026-06-14T08:51:00
TXN000113,M017,c5844ed7052b8e2a,923.45,upi,INSUFFICIENT_BALANCE,insufficient_funds,2,0.493,1,382,False,e_commerce,False,recovered,923.45,2026-06-28T08:47:00
TXN000114,M023,2d576f5dd191da1f,21279.49,card,NETWORK_ERROR,temporary_bank_or_network,1,0.675,0,912,False,education,False,recovered,21279.49,2026-06-21T01:13:00
TXN000115,M018,93899ac8ad7337d0,1342.87,card,USER_CANCELLED,customer_abandonment,3,0.705,3,357,False,e_commerce,False,not_recovered,0.0,2026-07-14T15:56:00
TXN000116,M018,a781d22591994bc8,1774.83,upi,INSUFFICIENT_BALANCE,insufficient_funds,3,0.507,3,135,False,e_commerce,False,not_recovered,0.0,2026-05-31T06:04:00
TXN000117,M019,f99c86d3832d9b87,2342.97,wallet,BANK_TIMEOUT,temporary_bank_or_network,1,0.565,0,706,False,e_commerce,False,recovered,2342.97,2026-07-15T09:14:00
TXN000118,M027,d548e88528cee8e6,532.18,upi,CARD_EXPIRED,expired_or_invalid_method,1,0.516,0,709,False,utilities,False,recovered,532.18,2026-06-25T21:19:00
TXN000119,M018,ade4ef4710112fc6,2547.31,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.367,1,1213,False,e_commerce,False,not_recovered,0.0,2026-05-15T12:29:00
TXN000120,M027,9b29ee2d9f7f3fbc,1925.16,upi,BANK_TIMEOUT,temporary_bank_or_network,4,0.238,4,1172,False,utilities,False,not_recovered,0.0,2026-05-29T02:36:00
TXN000121,M010,d6476d5c8d8414c0,932.29,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,3,0.185,2,123,False,e_commerce,False,not_recovered,0.0,2026-07-13T13:20:00
TXN000122,M028,168c7ce51b84be83,1539.07,card,UNKNOWN_ERROR,unknown,1,0.311,0,496,False,utilities,False,not_recovered,0.0,2026-06-30T19:12:00
TXN000123,M013,43d15c25289da79f,28432.06,wallet,GATEWAY_TIMEOUT,temporary_bank_or_network,3,0.874,2,641,False,education,False,recovered,28432.06,2026-06-22T07:02:00
TXN000124,M017,096d71c404b05404,4316.82,wallet,AUTO_DEBIT_FAILED,subscription_failure,1,0.439,0,1340,True,e_commerce,False,not_recovered,0.0,2026-07-30T20:20:00
TXN000125,M024,03c95e637743e058,2754.4,card,OTP_FAILED,authentication_failure,1,0.306,0,743,False,e_commerce,False,not_recovered,0.0,2026-06-26T02:44:00
TXN000126,M004,74bf6d8751ad101c,1516.84,netbanking,INSUFFICIENT_BALANCE,insufficient_funds,4,0.847,4,408,False,utilities,False,recovered,1516.84,2026-07-26T22:28:00
TXN000127,M026,c6a75c801e7374f4,170.88,netbanking,CARD_EXPIRED,expired_or_invalid_method,3,0.471,2,333,True,subscription,False,not_recovered,0.0,2026-05-28T06:37:00
TXN000128,M010,da3003a85d5722b6,643.28,upi,RISK_BLOCKED,suspected_risk,1,0.263,1,631,False,e_commerce,False,not_recovered,0.0,2026-05-04T02:32:00
TXN000129,M021,494b10c4cf365e24,567.96,upi,CARD_EXPIRED,expired_or_invalid_method,2,0.623,1,779,True,subscription,False,recovered,567.96,2026-07-17T17:30:00
TXN000130,M005,36c9afdadc9f7cb3,7966.44,upi,OTP_FAILED,authentication_failure,1,0.897,1,128,False,travel,False,not_recovered,0.0,2026-05-21T12:55:00
TXN000131,M013,5b198eea66221735,11410.81,card,AUTO_DEBIT_FAILED,subscription_failure,1,0.563,1,1395,True,education,False,not_recovered,0.0,2026-06-30T14:29:00
TXN000132,M010,a76bd36218abd356,642.32,upi,OTP_FAILED,authentication_failure,2,0.333,1,561,False,e_commerce,False,not_recovered,0.0,2026-05-23T11:03:00
TXN000133,M012,56eab9e7349423a5,800.33,card,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.502,1,1344,False,utilities,False,recovered,800.33,2026-05-21T00:15:00
TXN000134,M024,04fb316a61b3900d,1879.26,card,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.229,2,206,False,e_commerce,False,not_recovered,0.0,2026-07-19T00:45:00
TXN000135,M018,049108352b5e1c1d,603.96,netbanking,INSUFFICIENT_BALANCE,insufficient_funds,4,0.338,3,589,False,e_commerce,False,not_recovered,0.0,2026-05-19T16:05:00
TXN000136,M030,021c4d81164bd0a5,1999.86,upi,TIMEOUT_ABANDONED,customer_abandonment,1,0.485,0,814,False,education,False,recovered,1999.86,2026-06-24T22:44:00
TXN000137,M004,20f25a3e6be42ae6,815.19,netbanking,GATEWAY_TIMEOUT,temporary_bank_or_network,4,0.707,4,275,False,utilities,False,not_recovered,0.0,2026-07-11T08:21:00
TXN000138,M001,040c919bd253aa2b,1278.38,card,3DS_FAILED,authentication_failure,2,0.516,1,831,False,utilities,False,not_recovered,0.0,2026-07-20T10:20:00
TXN000139,M005,b358b2f3c775d1ea,64048.01,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.415,0,547,False,travel,False,recovered,64048.01,2026-05-04T15:57:00
TXN000140,M010,dca041263b4c9256,3165.74,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.73,1,1309,False,e_commerce,False,recovered,3165.74,2026-05-14T16:28:00
TXN000141,M005,0364e46df735f21f,12486.59,upi,OTP_FAILED,authentication_failure,2,0.807,1,1101,False,travel,False,not_recovered,0.0,2026-05-16T21:13:00
TXN000142,M012,5254027bb48441f5,296.11,card,TIMEOUT_ABANDONED,customer_abandonment,1,0.553,1,1100,False,utilities,False,recovered,296.11,2026-05-26T08:56:00
TXN000143,M019,867e3c1c86770a65,545.52,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.483,0,936,False,e_commerce,False,recovered,545.52,2026-07-29T10:30:00
TXN000144,M007,494b10c4cf365e24,438.08,card,BANK_TIMEOUT,temporary_bank_or_network,2,0.964,2,142,True,subscription,False,recovered,438.08,2026-06-25T10:03:00
TXN000145,M021,23d9cbfc42af3ab9,999.22,netbanking,INSUFFICIENT_BALANCE,insufficient_funds,1,0.529,0,1356,False,subscription,False,not_recovered,0.0,2026-05-24T10:36:00
TXN000146,M008,d15aa6f88f800b3a,1041.46,netbanking,OTP_FAILED,authentication_failure,1,0.538,1,471,False,subscription,False,not_recovered,0.0,2026-06-26T17:34:00
TXN000147,M004,38d2c7e18c74de35,435.75,upi,RISK_BLOCKED,suspected_risk,1,0.154,0,1217,False,utilities,True,not_recovered,0.0,2026-07-26T10:17:00
TXN000148,M025,b4541dddc1357643,8260.34,card,NETWORK_ERROR,temporary_bank_or_network,4,0.774,3,654,False,education,False,recovered,8260.34,2026-06-20T15:55:00
TXN000149,M022,3ee57b291d49a0dc,7127.22,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.574,0,359,False,education,False,recovered,7127.22,2026-05-10T01:06:00
TXN000150,M023,32c865ee780235dc,18875.22,emi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.614,0,462,False,education,False,not_recovered,0.0,2026-06-02T22:02:00
TXN000151,M018,6d34997414089b11,3008.19,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.205,0,922,False,e_commerce,False,not_recovered,0.0,2026-06-27T11:08:00
TXN000152,M028,b6a538ced1bbe6e1,1728.83,emi,NETWORK_ERROR,temporary_bank_or_network,2,0.444,2,428,False,utilities,False,not_recovered,0.0,2026-07-30T16:47:00
TXN000153,M004,4f17be2ede21e8ba,1061.35,wallet,TIMEOUT_ABANDONED,customer_abandonment,2,0.56,2,1131,False,utilities,False,not_recovered,0.0,2026-06-22T15:05:00
